student_id,name,gender,age,gpa,study_hours_per_week,programme,region,scholarship,tuition_paid
1690,Irene Owusu,Male,28,2.55,34,MSc Economics,volta,no,16250
1188,Kojo Asare,female,28,2.67,22,MBA,central,no,6750
1407,Daniel Doe,F,26,2.83,24,MPhil Statistics, upper east ,No,6750
2012,Kojo Lee,M,25,3.17,ten,MPhil Statistics,Eastern,Yes,17500
2173,Kojo Addo,male,26,3.64,25,MPhil Statistics,Greater Accra,Yes,7750
1752,Rashid Tetteh,female,26,3.03,29,MSc Data Science,Upper East,Yes,15500
2051,Irene Asare,Female,33,1.1,21,MBA,Northern,no,12750
1462,Isaac Owusu,Female,25,3.01,10,MBA,volta,No,10250
1671,Grace Agyeman,F,18,1.14,4,MPhil Statistics,ashanti,Yes,7000
1656,Fatima Ofori,female,23,,12,MSc Economics, Upper West ,YES,13000
1786,Joseph Sarpong,female,27,3.18,23,MBA,Northern,no,17000
2084,Daniel Boateng,F,19,3.17,6,MPhil Statistics,central,No,6500
1715,Kojo Doe,F,30,1.06,33,MSc Data Science,greater accra,Yes,16250
2351,Kojo Nkrumah,female,34,1.61,10,MPhil Statistics,Northern,YES,8500
1425,Isaac Owusu,Male,24,3.04,25,MBA,eastern,YES,7000
1044,Isaac Sarpong,Male,20,2.57,15,MSc Economics,Northern,no,16000
1662,Daniel Addo,male,27,,1,MSc Economics,greater accra,Yes,15750
1636,Fatima Asare,Male,24,1.64,15,MBA,Ashanti,YES,7000
1529,Kofi Agyeman,Female,26,3.95,19,MSc Economics,Eastern,no,14250
1988,Rashid Brown,Female,28,1.97,34,MSc Economics,upper east,no,3500
1219,Abena Brown,Female,19,,30,MSc Data Science,eastern,no,11500
1821,Akosua Asare,female,32,3.95,ten,MPhil Statistics,upper east,No,3000
1293,Yaw Mensah,female,30,1.35,39,MPhil Statistics,Northern,Yes,13000
2480,Akosua Lee,Female,34,3.56,24,MSc Economics,Greater Accra,no,8750
1856,Grace Owusu,M,29,1.45,28,MSc Data Science,upper east,Yes,9750
1610,Selina Boateng,M,23,2.3,ten,MSc Data Science,Volta,No,15250
1486,Michael Lee,female,33,1.63,39,MBA,Northern,YES,15000
2150,Kojo Lee,F,31,2.11,40,MPhil Statistics,Central,No,2250
2018,Ama Boateng,female,30,3.47,5,MSc Economics,Ashanti,no,13250
2086,Daniel Boateng,M,21,1.82,20,MSc Economics,upper west,no,17000
1082,Akosua Mensah,F,31,1.5,0,MPhil Statistics,Eastern,Yes,14750
1325,Samuel Owusu,Male,29,1.8,9,MPhil Statistics,Greater Accra,YES,3250
2410,Daniel Sarpong,Male,twenty-two,2.88,30,MPhil Statistics,ashanti,Yes,8750
2081,Yaw Mensah,F,17,1.37,27,MSc Data Science,northern,No,15000
1020,Akosua Addo,Female,22,1.33,18,MSc Economics,greater accra,Yes,14250
1455,Selina Boateng,Female,17,1.19,31,MSc Economics,Upper West,Yes,11500
2111,Kwame Sarpong,M,25,3.64,16,MSc Economics,Western,No,10000
1839,Abena Tetteh,male,21,1.91,27,MSc Data Science,Volta,YES,10750
1759,Rashid Ofori,F,35,1.6,10,MPhil Statistics,Greater Accra,No,13000
2341,Michael Lee,female,26,2.75,27,MPhil Statistics,Ashanti,Yes,14000
1035,Joseph Agyeman,Female,33,2.08,33,MPhil Statistics,Upper East,No,5000
1809,Kofi Boateng,M,18,3.56,0,MSc Economics,Central,YES,15750
2163,Kojo Tetteh,female,twenty-two,3.27,31,MSc Economics,central,YES,?
1905,Fatima Sarpong,Female,33,2.89,5,MBA,volta,YES,17250
1801,Grace Tetteh,Male,33,2.37,36,MSc Data Science, upper west ,Yes,2250
1097,Rashid Addo,M,18,3.21,10,MSc Data Science,ashanti,no,8250
2108,Fatima Agyeman,male,24,1.65,37,MSc Data Science,Eastern,Yes,16250
1447,Abena Lee,F,31,1.81,40,MPhil Statistics,Volta,no,17000
1475,Rashid Doe,female,24,1.82,35,MBA, upper east ,Yes,17000
1367,Efua Tetteh,male,24,3.81,7,MSc Data Science,upper east,no,6500
2485,Adwoa Agyeman,M,20,2.64,7,MPhil Statistics,greater accra,Yes,8500
1761,Rashid Amankwah,M,24,1.7,26,MSc Data Science, central ,YES,9000
1919,Fatima Boateng,M,23,3.15,28,MPhil Statistics,eastern,no,6000
2426,Akosua Amankwah,F,24,2.07,1,MSc Data Science,Eastern,Yes,14750
1760,Selina Lee,Male,34,1.87,40,MSc Data Science,eastern,no,6750
1393,Adwoa Mensah,M,17,1.69,1,MSc Data Science,Upper West,Yes,9500
2296,Yaw Boateng,male,twenty-two,3.97,4,MBA,upper west,No,10250
1507,Akosua Agyeman,Female,26,1.61,26,MSc Economics,western,YES,15250
1435,Abena Addo,Female,27,1.85,6,MSc Economics,Upper West,No,2500
1649,Akosua Amankwah,M,34,2.89,36,MSc Economics,Northern,no,14500
1943,Michael Amankwah,Female,22,2.28,25,MBA,Western,no,16750
2232,Joseph Brown,female,31,2.25,18,MPhil Statistics,central,YES,2500
2344,Efua Doe,Female,33,2.54,14,MBA,Eastern,No,10250
2296,Yaw Boateng,male,twenty-two,3.97,4,MBA,upper west,No,10250
1133,Isaac Boateng,Male,120,1.08,29,MSc Data Science,central,Yes,?
2075,Adwoa Owusu,F,twenty-two,1.72,5,MSc Data Science,greater accra,no,16750
1973,Selina Tetteh,Male,120,3.0,37,MSc Data Science,ashanti,YES,11750
2263,Abena Mensah,male,22,1.54,40,MBA,Upper East,YES,12500
1451,Isaac Brown,female,28,3.1,10,MSc Data Science,upper east,no,10500
1032,Kojo Lee,male,19,3.27,33,MPhil Statistics,Central,no,13250
1122,Samuel Nkrumah,Female,23,3.97,23,MSc Data Science,volta,No,2000
2236,Grace Agyeman,male,29,3.18,31,MBA,Volta,YES,3250
2376,Emmanuel Tetteh,F,31,3.29,36,MPhil Statistics,upper west,no,11000
2479,Selina Owusu,male,18,2.78,31,MSc Economics,upper west,YES,12000
2327,Kwame Amankwah,female,26,1.78,32,MSc Data Science,Greater Accra,Yes,13750
2113,Kojo Addo,F,30,1.84,13,MSc Data Science,Western,no,10000
2350,Akosua Mensah,F,26,3.59,31,MSc Data Science,western,no,6250
2348,Rashid Lee,F,25,1.34,1,MPhil Statistics,ashanti,YES,9000
1256,Efua Boateng,male,33,3.7,24,MBA, greater accra ,Yes,14750
1893,Efua Agyeman,Male,32,1.1,30,MSc Economics,Eastern,No,4000
1360,Fatima Amankwah,male,20,2.32,8,MSc Economics,upper east,no,16000
1052,Grace Ofori,Male,32,1.24,10,MPhil Statistics,central,No,13000
1876,Grace Brown,male,27,3.94,37,MBA,Central,Yes,4000
1939,Irene Agyeman,F,25,3.56,1,MSc Economics, ashanti ,no,3500
1773,Yaw Brown,male,23,3.98,21,MBA,western,YES,4500
2127,Fatima Ofori,F,19,1.44,7,MSc Data Science,Ashanti,no,5000
2220,Daniel Lee,female,17,3.44,3,MPhil Statistics, Central ,YES,2000
1680,Irene Sarpong,male,18,1.37,1,MPhil Statistics,volta,no,6500
1806,Adwoa Mensah,male,20,2.48,27,MSc Economics,Ashanti,no,3750
1125,Joseph Mensah,M,32,2.06,1,MSc Data Science,northern,YES,16750
1405,Isaac Sarpong,female,twenty-two,,9,MPhil Statistics,volta,no,9750
1731,Michael Owusu,male,25,1.26,39,MSc Economics,Northern,no,17250
2312,Fatima Nkrumah,Male,24,3.9,30,MBA, Eastern ,No,7000
1832,Adwoa Sarpong,M,21,3.25,34,MSc Economics, western ,Yes,15750
2072,Adwoa Asare,Female,21,,4,MSc Data Science,central,YES,17500
1726,Efua Amankwah,F,23,3.77,22,MSc Economics,Eastern,No,4000
1588,Kwame Agyeman,male,26,2.76,9,MSc Economics,eastern,YES,11750
1608,Fatima Amankwah,Male,21,2.68,30,MBA,western,No,7250
1434,Grace Addo,male,20,2.45,39,MBA,Upper West,No,2750
1675,Yaw Agyeman,M,27,2.69,21,MPhil Statistics,Eastern,Yes,10750
2288,Grace Nkrumah,male,35,1.9,19,MSc Economics,eastern,no,17000
1361,Fatima Brown,Male,25,3.63,29,MSc Economics,Greater Accra,Yes,7000
2100,Grace Mensah,F,26,2.13,0,MBA,Upper West,No,12000
1467,Fatima Owusu,Female,18,1.77,24,MBA,upper east,No,18000
1300,Rashid Owusu,M,25,2.15,25,MSc Data Science,Greater Accra,Yes,10250
1494,Samuel Lee,Male,19,1.3,5,MSc Economics,Northern,YES,6000
1528,Kofi Lee,Female,26,2.84,8,MPhil Statistics,central,YES,5500
2193,Fatima Ofori,M,20,3.66,15,MPhil Statistics,eastern,Yes,12750
